Gene stable ID,Transcript stable ID
PVX_093565,EDL42921
PVX_093575,EDL42923
PVX_093580,EDL42924
PVX_093585,EDL42925
PVX_093590,EDL42926
PVX_093595,EDL42927
PVX_093600,EDL42928
PVX_093605,EDL42929
PVX_093610,EDL42930
PVX_093615,EDL42931
PVX_093620,EDL42932
PVX_093625,EDL42933
PVX_093630,EDL42934
PVX_093635,EDL42935
PVX_093640,EDL42936
PVX_093645,EDL42937
PVX_093650,EDL42938
PVX_093655,EDL42939
PVX_093660,EDL42940
PVX_093665,EDL42941
PVX_093670,EDL42942
PVX_093675,EDL42943
PVX_093680,EDL42944
PVX_096950,EDL42892
PVX_096960,EDL42894
PVX_096995,EDL42901
PVX_097005,EDL42903
PVX_081200,EDL43788
PVX_081205,EDL43789
PVX_081210,EDL43790
PVX_081215,EDL43791
PVX_081220,EDL43792
PVX_081225,EDL43793
PVX_081230,EDL43794
PVX_081235,EDL43795
PVX_081240,EDL43796
PVX_081245,EDL43797
PVX_081250,EDL43798
PVX_081255,EDL43799
PVX_081260,EDL43800
PVX_081265,EDL43801
PVX_081275,EDL43803
PVX_081280,EDL43804
PVX_081285,EDL43805
PVX_081290,EDL43806
PVX_081295,EDL43807
PVX_081300,EDL43808
PVX_081305,EDL43809
PVX_081310,EDL43810
PVX_081315,EDL43811
PVX_081325,EDL43813
PVX_081330,EDL43814
PVX_081335,EDL43815
PVX_081340,EDL43816
PVX_081345,EDL43817
PVX_081350,EDL43818
PVX_081355,EDL43819
PVX_081360,EDL43820
PVX_081365,EDL43821
PVX_081370,EDL43822
PVX_081375,EDL43823
PVX_081380,EDL43824
PVX_081385,EDL43825
PVX_081390,EDL43826
PVX_081400,EDL43828
PVX_081405,EDL43829
PVX_081410,EDL43830
PVX_081415,EDL43831
PVX_081420,EDL43832
PVX_081425,EDL43833
PVX_081430,EDL43834
PVX_081435,EDL43835
PVX_081445,EDL43837
PVX_081450,EDL43838
PVX_081455,EDL43839
PVX_081460,EDL43840
PVX_081465,EDL43841
PVX_081470,EDL43842
PVX_081475,EDL43843
PVX_081480,EDL43844
PVX_081490,EDL43846
PVX_081495,EDL43847
PVX_081500,EDL43848
PVX_081505,EDL43849
PVX_081510,EDL43850
PVX_081525,EDL43853
PVX_081530,EDL43854
PVX_081535,EDL43855
PVX_081545,EDL43857
PVX_081550,EDL43858
PVX_081555,EDL43859
PVX_081560,EDL43860
PVX_081565,EDL43861
PVX_081570,EDL43862
PVX_081575,EDL43863
PVX_081580,EDL43864
PVX_081585,EDL43865
PVX_081590,EDL43866
PVX_081595,EDL43867
PVX_081600,EDL43868
PVX_081610,EDL43870
PVX_081615,EDL43871
PVX_081620,EDL43872
PVX_081625,EDL43873
PVX_081630,EDL43874
PVX_081635,EDL43875
PVX_081640,EDL43876
PVX_081645,EDL43877
PVX_081650,EDL43878
PVX_081655,EDL43879
PVX_081660,EDL43880
PVX_081665,EDL43881
PVX_081670,EDL43882
PVX_081675,EDL43883
PVX_081680,EDL43884
PVX_081685,EDL43885
PVX_081690,EDL43886
PVX_081695,EDL43887
PVX_081700,EDL43888
PVX_081705,EDL43889
PVX_081710,EDL43890
PVX_081715,EDL43891
PVX_081720,EDL43892
PVX_081725,EDL43893
PVX_081735,EDL43895
PVX_081740,EDL43896
PVX_081745,EDL43897
PVX_081755,EDL43899
PVX_081760,EDL43900
PVX_081765,EDL43901
PVX_081770,EDL43902
PVX_081775,EDL43903
PVX_081780,EDL43904
PVX_081785,EDL43905
PVX_081790,EDL43906
PVX_081792,EDL43907
PVX_081795,EDL43908
PVX_081800,EDL43909
PVX_081810,EDL43911
PVX_081815,EDL43912
PVX_081840,EDL43917
PVX_090845,EDL45435
PVX_090850,EDL45436
PVX_090855,EDL45437
PVX_090865,EDL45439
PVX_090870,EDL45440
PVX_090875,EDL45441
PVX_090880,EDL45442
PVX_090885,EDL45443
PVX_090890,EDL45444
PVX_090895,EDL45445
PVX_090900,EDL45446
PVX_090905,EDL45447
PVX_090910,EDL45448
PVX_090915,EDL45449
PVX_090920,EDL45450
PVX_090930,EDL45452
PVX_090935,EDL45453
PVX_090940,EDL45454
PVX_090945,EDL45455
PVX_090950,EDL45456
PVX_090955,EDL45457
PVX_090960,EDL45458
PVX_090965,EDL45459
PVX_090970,EDL45460
PVX_090975,EDL45461
PVX_090980,EDL45462
PVX_090985,EDL45463
PVX_090995,EDL45465
PVX_091000,EDL45466
PVX_091010,EDL45468
PVX_091015,EDL45469
PVX_091020,EDL45470
PVX_091025,EDL45471
PVX_091030,EDL45472
PVX_091035,EDL45474
PVX_091040,EDL45475
PVX_091045,EDL45476
PVX_091050,EDL45477
PVX_091055,EDL45478
PVX_091060,EDL45479
PVX_091065,EDL45480
PVX_091075,EDL45481
PVX_091080,EDL45482
PVX_091085,EDL45483
PVX_091090,EDL45484
PVX_091095,EDL45485
PVX_091100,EDL45486
PVX_091105,EDL45487
PVX_091110,EDL45488
PVX_091115,EDL45489
PVX_091120,EDL45490
PVX_091135,EDL45491
PVX_091140,EDL45492
PVX_091145,EDL45493
PVX_091150,EDL45494
PVX_091155,EDL45495
PVX_091160,EDL45496
PVX_091165,EDL45497
PVX_091170,EDL45498
PVX_091175,EDL45499
PVX_091180,EDL45500
PVX_091185,EDL45501
PVX_091190,EDL45502
PVX_091195,EDL45503
PVX_091200,EDL45504
PVX_091205,EDL45505
PVX_091210,EDL45506
PVX_091215,EDL45507
PVX_091220,EDL45508
PVX_091225,EDL45509
PVX_091230,EDL45510
PVX_091235,EDL45511
PVX_091240,EDL45512
PVX_091245,EDL45513
PVX_091250,EDL45514
PVX_091255,EDL45515
PVX_091260,EDL45516
PVX_091265,EDL45517
PVX_091270,EDL45518
PVX_091275,EDL45519
PVX_091280,EDL45520
PVX_091285,EDL45521
PVX_091290,EDL45522
PVX_091295,EDL45523
PVX_091300,EDL45524
PVX_091305,EDL45525
PVX_091310,EDL45526
PVX_091315,EDL45527
PVX_091320,EDL45528
PVX_091325,EDL45529
PVX_091330,EDL45530
PVX_091335,EDL45531
PVX_091340,EDL45532
PVX_091345,EDL45533
PVX_091350,EDL45534
PVX_091360,EDL45536
PVX_091365,EDL45537
PVX_091370,EDL45538
PVX_091375,EDL45539
PVX_091380,EDL45540
PVX_091385,EDL45541
PVX_091390,EDL45542
PVX_091395,EDL45543
PVX_091400,EDL45544
PVX_091405,EDL45545
PVX_091410,EDL45546
PVX_091420,EDL45548
PVX_091425,EDL45549
PVX_091430,EDL45550
PVX_091435,EDL45551
PVX_091440,EDL45552
PVX_091445,EDL45553
PVX_091450,EDL45554
PVX_091455,EDL45555
PVX_091460,EDL45556
PVX_091465,EDL45557
PVX_091470,EDL45558
PVX_091475,EDL45559
PVX_091480,EDL45560
PVX_091485,EDL45561
PVX_091490,EDL45562
PVX_091495,EDL45563
PVX_091500,EDL45564
PVX_091505,EDL45565
PVX_091510,EDL45566
PVX_091515,EDL45567
PVX_091525,EDL45569
PVX_091530,EDL45570
PVX_091540,EDL45572
PVX_091545,EDL45573
PVX_091550,EDL45574
PVX_091555,EDL45575
PVX_091560,EDL45576
PVX_091565,EDL45577
PVX_091570,EDL45578
PVX_091575,EDL45579
PVX_091580,EDL45580
PVX_091590,EDL45582
PVX_091595,EDL45583
PVX_091600,EDL45584
PVX_091605,EDL45585
PVX_091610,EDL45586
PVX_091615,EDL45587
PVX_091630,EDL45590
PVX_091635,EDL45591
PVX_091640,EDL45592
PVX_091645,EDL45593
PVX_091650,EDL45594
PVX_091655,EDL45596
PVX_091660,EDL45597
PVX_091662,EDL45598
PVX_091665,EDL45599
PVX_091670,EDL45600
PVX_091675,EDL45601
PVX_091680,EDL45602
PVX_091685,EDL45603
PVX_091690,EDL45604
PVX_091695,EDL45605
PVX_091700,EDL45606
PVX_091705,EDL45607
PVX_091710,EDL45608
PVX_091715,EDL45609
PVX_091725,EDL45610
PVX_091730,EDL45611
PVX_091735,EDL45612
PVX_091740,EDL45613
PVX_091745,EDL45614
PVX_091750,EDL45615
PVX_091755,EDL45616
PVX_091760,EDL45617
PVX_091765,EDL45618
PVX_091775,EDL45620
PVX_091780,EDL45621
PVX_091785,EDL45622
PVX_091790,EDL45623
PVX_091795,EDL45624
PVX_091800,EDL45625
PVX_091805,EDL45626
PVX_091810,EDL45627
PVX_091815,EDL45628
PVX_091820,EDL45629
PVX_091825,EDL45630
PVX_091830,EDL45631
PVX_091835,EDL45632
PVX_091840,EDL45633
PVX_091845,EDL45634
PVX_091850,EDL45635
PVX_091855,EDL45636
PVX_091865,EDL45638
PVX_091870,EDL45639
PVX_091875,EDL45640
PVX_091880,EDL45641
PVX_091885,EDL45642
PVX_091890,EDL45643
PVX_091895,EDL45644
PVX_091900,EDL45645
PVX_091905,EDL45646
PVX_091910,EDL45647
PVX_091915,EDL45648
PVX_091920,EDL45649
PVX_091925,EDL45650
PVX_091930,EDL45651
PVX_091935,EDL45652
PVX_091940,EDL45653
PVX_091945,EDL45654
PVX_091950,EDL45655
PVX_091955,EDL45656
PVX_091960,EDL45657
PVX_091965,EDL45658
PVX_091970,EDL45659
PVX_091975,EDL45660
PVX_091980,EDL45661
PVX_091985,EDL45662
PVX_091990,EDL45663
PVX_091992,EDL45664
PVX_092000,EDL45666
PVX_092005,EDL45667
PVX_092010,EDL45668
PVX_092015,EDL45669
PVX_092025,EDL45671
PVX_092030,EDL45672
PVX_092035,EDL45673
PVX_092040,EDL45674
PVX_092045,EDL45675
PVX_092050,EDL45676
PVX_092055,EDL45677
PVX_092060,EDL45678
PVX_092065,EDL45679
PVX_092070,EDL45680
PVX_092075,EDL45681
PVX_092080,EDL45682
PVX_092085,EDL45683
PVX_092090,EDL45684
PVX_092095,EDL45685
PVX_092100,EDL45686
PVX_092105,EDL45687
PVX_092110,EDL45688
PVX_092115,EDL45689
PVX_092120,EDL45690
PVX_092125,EDL45691
PVX_092130,EDL45692
PVX_092140,EDL45694
PVX_092145,EDL45695
PVX_092150,EDL45696
PVX_092155,EDL45697
PVX_092160,EDL45698
PVX_092165,EDL45699
PVX_092170,EDL45700
PVX_092175,EDL45701
PVX_092180,EDL45702
PVX_092190,EDL45704
PVX_092195,EDL45705
PVX_092200,EDL45706
PVX_092205,EDL45707
PVX_092210,EDL45708
PVX_092215,EDL45709
PVX_092220,EDL45710
PVX_092225,EDL45711
PVX_092230,EDL45712
PVX_092235,EDL45713
PVX_092240,EDL45714
PVX_092245,EDL45715
PVX_092250,EDL45716
PVX_092260,EDL45717
PVX_092265,EDL45718
PVX_092270,EDL45719
PVX_092275,EDL45720
PVX_092280,EDL45721
PVX_092285,EDL45722
PVX_092290,EDL45723
PVX_092300,EDL45725
PVX_092305,EDL45726
PVX_092310,EDL45727
PVX_092315,EDL45728
PVX_092320,EDL45729
PVX_092325,EDL45730
PVX_092330,EDL45731
PVX_092335,EDL45732
PVX_092345,EDL45734
PVX_092350,EDL45735
PVX_092355,EDL45736
PVX_092370,EDL45739
PVX_092375,EDL45740
PVX_092390,EDL45743
PVX_092395,EDL45744
PVX_092400,EDL45745
PVX_092405,EDL45746
PVX_092410,EDL45747
PVX_092415,EDL45748
PVX_092420,EDL45749
PVX_092425,EDL45750
PVX_092430,EDL45751
PVX_092435,EDL45752
PVX_092440,EDL45753
PVX_092445,EDL45754
PVX_092450,EDL45755
PVX_092455,EDL45756
PVX_092465,EDL45758
PVX_092470,EDL45759
PVX_092480,EDL45761
PVX_092485,EDL45762
PVX_092490,EDL45763
PVX_092495,EDL45764
PVX_092500,EDL45765
PVX_092505,EDL45766
PVX_092510,EDL45767
PVX_092515,EDL45768
PVX_092520,EDL45769
PVX_092525,EDL45770
PVX_092530,EDL45771
PVX_092535,EDL45772
PVX_092540,EDL45773
PVX_092545,EDL45774
PVX_092550,EDL45775
PVX_092555,EDL45776
PVX_092560,EDL45777
PVX_092565,EDL45778
PVX_092570,EDL45779
PVX_092575,EDL45780
PVX_092585,EDL45782
PVX_092590,EDL45783
PVX_092595,EDL45784
PVX_092600,EDL45785
PVX_092605,EDL45786
PVX_092610,EDL45787
PVX_092615,EDL45788
PVX_092620,EDL45789
PVX_092625,EDL45790
PVX_092630,EDL45791
PVX_092635,EDL45792
PVX_092640,EDL45793
PVX_092650,EDL45795
PVX_092655,EDL45796
PVX_092660,EDL45797
PVX_092675,EDL45800
PVX_092680,EDL45801
PVX_092685,EDL45802
PVX_092690,EDL45803
PVX_092695,EDL45804
PVX_092700,EDL45805
PVX_092705,EDL45806
PVX_092710,EDL45807
PVX_092715,EDL45808
PVX_092720,EDL45809
PVX_092725,EDL45810
PVX_092730,EDL45811
PVX_092735,EDL45812
PVX_092740,EDL45813
PVX_092745,EDL45814
PVX_092750,EDL45815
PVX_092755,EDL45816
PVX_092760,EDL45817
PVX_092765,EDL45818
PVX_092770,EDL45819
PVX_092775,EDL45820
PVX_092780,EDL45821
PVX_092785,EDL45822
PVX_092790,EDL45823
PVX_092795,EDL45824
PVX_092800,EDL45825
PVX_092805,EDL45826
PVX_092810,EDL45827
PVX_092815,EDL45828
PVX_092820,EDL45829
PVX_092825,EDL45830
PVX_092830,EDL45831
PVX_092835,EDL45832
PVX_092840,EDL45833
PVX_092850,EDL45835
PVX_092855,EDL45836
PVX_092860,EDL45837
PVX_092865,EDL45838
PVX_092870,EDL45839
PVX_092875,EDL45840
PVX_092880,EDL45841
PVX_092885,EDL45842
PVX_092890,EDL45843
PVX_092895,EDL45844
PVX_092900,EDL45845
PVX_092905,EDL45846
PVX_092910,EDL45847
PVX_092920,EDL45849
PVX_092925,EDL45850
PVX_092930,EDL45851
PVX_092935,EDL45852
PVX_092945,EDL45854
PVX_092950,EDL45855
PVX_092955,EDL45856
PVX_092960,EDL45857
PVX_092965,EDL45858
PVX_092970,EDL45859
PVX_092975,EDL45860
PVX_092980,EDL45861
PVX_092985,EDL45862
PVX_092995,EDL45864
PVX_115475,EDL46758
PVX_115445,EDL46752
PVX_115440,EDL46751
PVX_115435,EDL46750
PVX_115430,EDL46749
PVX_115425,EDL46748
PVX_115420,EDL46747
PVX_115415,EDL46746
PVX_115410,EDL46745
PVX_115405,EDL46744
PVX_115400,EDL46743
PVX_115395,EDL46742
PVX_115390,EDL46741
PVX_115385,EDL46740
PVX_115380,EDL46739
PVX_115375,EDL46738
PVX_115370,EDL46737
PVX_115365,EDL46736
PVX_115360,EDL46735
PVX_115355,EDL46734
PVX_115350,EDL46733
PVX_115345,EDL46732
PVX_115340,EDL46731
PVX_115335,EDL46730
PVX_115330,EDL46729
PVX_115325,EDL46728
PVX_115320,EDL46727
PVX_115315,EDL46726
PVX_115310,EDL46725
PVX_115305,EDL46724
PVX_115300,EDL46723
