"","Ookinete","Sporozoite","Liver_stages","Ring","Trophozoite","Schizont","Gametocyte"
"PBANKA_010990",0.961218979038718,-0.147478797312733,-0.753743136780801,1.73792356623459,-0.0908244218208387,-0.868767570692769,-0.838328618666169
"PBANKA_011020",-0.893020394707513,1.68587762687263,-0.0867257803047531,0.347125778737858,0.513802361731654,-0.175055152184056,-1.39200444014583
"PBANKA_011040",-0.314574207647834,1.37144702602906,-0.844469000221119,-1.27205486953832,0.821359649882257,-0.582958838747392,0.82125024024335
"PBANKA_011050",1.38319215172153,-0.446371275712209,-0.565642413557549,1.50299653942434,-0.893739084778714,-0.369417766765189,-0.611018150332209
"PBANKA_011090",-0.813263839412445,1.76072108752041,-0.300318855635651,-0.271716825870934,0.994341905071125,-0.956543218760073,-0.413220252912436
"PBANKA_011110",-0.670144191635342,1.58666610191846,-0.690289983112922,-0.922067819802302,1.24403502870796,-0.340446456773183,-0.207752679302675
"PBANKA_011120",0.746865957609096,0.982849449521708,-1.61603038438077,-0.598474024933195,1.13127138997817,-0.417390390734792,-0.229091997060227
"PBANKA_011140",-1.50211265823987,1.89616788432471,-0.163057075897713,-0.290965112036194,0.147379707102763,-0.119255488791294,0.0318427435375932
"PBANKA_011160",0.623187632662259,1.08542783700856,-0.947930617418527,0.403327430797984,1.00649966986453,-1.04262113765317,-1.12789081526164
"PBANKA_011180",2.00458866302497,-1.0477580751611,-0.64449888381581,-0.425597860486336,0.260114546237042,-0.39659068137249,0.249742291573721
"PBANKA_011190",1.27272473824586,0.557845240097098,-1.09999813101033,0.754997802933264,0.503706493588268,-0.826363239939165,-1.16291290391499
"PBANKA_011200",-0.339143417345928,1.71248934757333,-0.756451725740426,-0.289173787966254,1.02626969700084,-1.0811281902435,-0.272861923278065
"PBANKA_011230",0.527802085996491,0.785448924473711,-0.572343088176548,-0.0382108108094959,1.51758348555778,-1.04859491698616,-1.17168568005578
"PBANKA_011250",1.51713527965687,-1.3072427926658,-0.610649498139461,-0.723962347488704,-0.211473365174766,0.389729650244624,0.946463073567237
"PBANKA_020200",0.0568691177738362,1.4951105850805,-0.404691112076325,0.435228118905817,0.735888962124583,-0.859889591935197,-1.45851607987321
"PBANKA_020230",-1.37634304735792,-0.294616571153744,1.55412663609521,0.796504318712858,-0.896067701388701,0.375407035653286,-0.159010670560996
"PBANKA_020240",-0.47490969826743,1.40354303721914,-0.426120432106701,-0.14358208718528,1.41842760957151,-0.962486078021158,-0.814872351210077
"PBANKA_020250",1.2470181660692,-1.32035759192028,-0.113449185459668,1.36893498209262,-0.452462752751699,0.0497701699694955,-0.779453787999678
"PBANKA_020290",-0.660011646746081,1.54705900715671,-0.644895213192046,-0.993429800393486,1.26759225687325,-0.376732036818024,-0.139582566880321
"PBANKA_020300",0.00873733203051762,-0.339760823323328,-0.0098884249841061,0.470468770971091,0.736875103131643,1.1070292142576,-1.97346117208342
"PBANKA_020330",-1.14651597713017,1.60040825278347,-0.0123305510199981,-1.30264599581549,0.534436173658211,0.373305467205127,-0.0466573696811514
"PBANKA_020350",-0.386941979805317,1.5822379023194,-0.691784103677088,-0.156486480677542,1.2475605951098,-0.707888626045784,-0.886697307223477
"PBANKA_020370",-1.3831994902234,1.80772620473204,-0.0123828698433533,-0.0876382139843595,0.599123185616738,-0.574857895939214,-0.348770920358459
"PBANKA_020390",1.22431255910665,-1.10938727795326,-0.981044421321022,1.18098523057572,-0.56022838961636,-0.410791987590972,0.656154286799242
"PBANKA_020470",-1.25396304888813,1.47290393074569,-0.0917199840588834,-0.320491544653266,1.25496597802528,-0.595906112505479,-0.465789218665214
"PBANKA_020480",-0.0698096642597301,1.41850146111127,-1.22600679834529,-0.244042810283811,1.29499001210874,-0.421550782460127,-0.75208141787105
"PBANKA_020490",0.541992047414885,1.77204046186184,-0.697703492023603,-0.0790691157216428,0.299296610003228,-0.532903916046284,-1.30365259548842
"PBANKA_020510",-1.33812206230493,1.665773178938,0.282865693164926,-0.671091274660621,0.790367272481288,-0.283430561357384,-0.446362246261289
"PBANKA_020520",0.419476078518869,-1.6151169249098,-0.24126565637674,0.146245462106632,1.62644253698066,0.298022523571773,-0.633804019891386
"PBANKA_020530",-1.08768485287721,1.30833720205379,-0.148546339627081,-0.805139704647337,1.45349930928496,-0.537269349680745,-0.183196264506377
"PBANKA_020560",1.00703594643206,0.443344799927729,1.15396119633863,-0.19561913968867,-1.69150669101045,-0.746574767918402,0.0293586559191029
"PBANKA_020590",1.33291543772356,-1.00305521081064,-1.06968209290909,-0.0528014928985065,-0.603402916148693,0.0931705369722988,1.30285573807106
"PBANKA_020610",-0.433769849578124,1.91278710235551,-0.170845949357977,-0.770313997708906,0.787193168703644,-0.790908959802269,-0.534141514611881
"PBANKA_020620",1.16685189188669,-0.46494767106844,0.517787440283366,0.555912981486019,-0.982948739495664,-1.52875837643734,0.736102473345369
"PBANKA_020630",-0.527006141462602,1.56919744157004,-0.279954671683688,1.08984170303922,-0.10908549947062,-0.390433682058751,-1.3525591499336
"PBANKA_020650",-1.06560702081535,1.61035433017647,0.619643702864369,-0.343628661639987,-0.931022838122414,0.724577560668562,-0.614317073131656
"PBANKA_020660",1.76706767974872,-1.6507756218246,-0.297270335506516,-0.0389188358588804,-0.0982821041213581,0.125556385066696,0.192622832495942
"PBANKA_020680",0.897499891401552,0.0196067579770124,-0.569106250992388,0.708810444557491,1.26881877334394,-0.999050170513472,-1.32657944577414
"PBANKA_020700",-0.566569837895107,-0.620386189370285,-0.690636693803554,0.899544885901518,1.63874928099258,0.412682635704401,-1.07338408152955
"PBANKA_020720",-0.444599850873936,-1.71827723005796,1.08040032302161,0.330572702673067,-0.482946949063613,0.0800034582648878,1.15484754603594
"PBANKA_020730",-0.732995193633546,1.94051492109002,-0.473684765335706,-0.28351032558323,0.692729933431794,-0.931529291838342,-0.211525278130993
"PBANKA_020770",-0.738998169106913,1.51122811025296,-0.32312285912668,-0.532039593296616,1.3785824424403,-0.794031790398994,-0.501618140764054
"PBANKA_020810",-1.40256529822415,1.26544024753287,0.216518915023111,-0.714377404444879,1.21275976549519,-0.632804610903058,0.0550283855209238
"PBANKA_020870",0.320105823428423,-1.37902947483185,1.20398579399717,0.387266259242558,-1.36643126942464,0.718095293336698,0.11600757425164
"PBANKA_020880",1.60776274220721,-1.47185442953903,-0.440317870319858,0.669057496591614,0.145611361739523,0.222280444188896,-0.732539744868347
"PBANKA_020900",-0.799326241905551,1.54746878332621,-0.557222838701095,-0.111055340060897,1.27814549311682,-0.888571214941956,-0.46943864083353
"PBANKA_020910",-0.927156359619105,1.60456165916075,-0.75669117945684,-0.3399240174113,1.06565283919523,-0.839493141596979,0.193050199728245
"PBANKA_020920",-1.87649414526476,1.00587716879289,-0.163955158546953,-0.012476673030769,1.08602078651795,-0.379863101716557,0.340891123248201
"PBANKA_020930",-0.7427657053321,1.47275067847452,-0.417806373707213,0.332765241371273,1.15916868369317,-0.794989375499294,-1.00912314900035
"PBANKA_020950",1.21246694026341,-1.04586674723319,0.461391313646683,0.817143302047559,-0.562111529169487,-1.40318911119581,0.520165831640831
"PBANKA_020960",-0.354334646092859,1.24900606012242,-0.284489026353902,0.451879664726783,0.152157798791655,-1.88558258146347,0.671362730269373
"PBANKA_020970",-0.91997072513036,1.15727687119033,-0.603837680896902,-0.158334435342777,1.65026076506343,-0.747165626605231,-0.378229168278493
"PBANKA_020980",-0.437277203974845,0.676045320548388,-0.678127771206473,-0.532883535406001,2.00605718018938,-0.673875370481816,-0.359938619668628
"PBANKA_021020",0.159445874407434,1.64957285526999,-0.559197621173305,-0.89667907976134,0.985890638949942,-0.303274294929434,-1.03575837276329
"PBANKA_021040",0.994967242889925,-0.068457907393438,-0.514300904759731,0.629577151381733,0.998491819532837,-0.22448518364806,-1.81579221800327
"PBANKA_021060",0.555829898120597,-0.851865805571684,0.520437275136978,-0.827490924863414,-1.13119422685663,0.0840994011795847,1.65018438285457
"PBANKA_021070",1.46218555205171,-0.907392741943818,0.238979571292178,1.23922622662448,-0.46458664624483,-0.778721721865119,-0.789690239914601
"PBANKA_021080",-0.759217663792618,-0.411852682751915,0.884055536928978,-0.667065264734088,-0.166648219608342,1.85875701190243,-0.738028717944444
"PBANKA_021100",-0.56974826803171,-0.564730224744836,1.04729936151422,-0.309771143358927,-1.40257613110848,0.362499243328215,1.43702716240152
"PBANKA_021110",-0.174732268663304,-0.648354985398616,0.0929124376799832,0.310965287186321,0.709699643533297,-1.71015823031788,1.4196681159802
"PBANKA_021120",1.75597482876446,-0.729969861082047,-0.96785457963004,-0.00486684836277556,0.655211117444316,-0.973378284471023,0.264883627337107
"PBANKA_021130",-1.67919258679834,1.04760507051231,-0.0771036937703926,-0.600559988551897,1.18583867936376,-0.327131685290236,0.450544204534798
"PBANKA_021140",-0.0914517332976504,1.90967650448432,-0.153335564778709,-0.338406355686257,0.595635353603967,-0.912629248046002,-1.00948895627967
"PBANKA_021150",-0.779992979190371,1.53057414810553,0.140660976325031,-0.606774427327858,1.10684322122974,-0.211910685322884,-1.17940025381919
"PBANKA_021200",2.06772828063559,-0.663321544180926,-0.345852340293069,0.257872782858376,-0.950177869753145,-0.436585510212807,0.0703362009459812
"PBANKA_021210",-1.57028343671214,0.966300632934585,0.318949370701823,-0.329556996081902,-0.258408388130134,1.42196836753888,-0.548969550251118
"PBANKA_021270",0.11706087053453,-1.61376193092536,0.00705271679766977,0.34094438380762,1.70250078574336,-0.603947324874624,0.0501504989168038
"PBANKA_021280",1.41248571956983,-0.917593181772176,0.00222792102165064,1.18897303213053,0.149263952743039,-1.06378965463869,-0.771567789054187
"PBANKA_021290",-0.33139964399565,1.51013848633078,-1.04510390170935,-0.0938799900237574,1.25064425834996,-0.408636409968187,-0.881762798983799
"PBANKA_021300",-1.25985636988845,1.24004159033742,0.0254694139178397,-0.741114329590954,-0.949610747331665,0.885359696050713,0.799710746505106
"PBANKA_021340",0.395570723480609,0.731462559644162,-0.672333393779082,-1.72929635717041,1.23389460441353,-0.393571783065589,0.43427364647678
"PBANKA_021350",0.546944592503169,1.71179108955729,-1.28606253729662,-0.198653585731621,0.261410489188232,-1.00392981473543,-0.0315002334850098
"PBANKA_021360",1.01461922194307,-1.84756181613875,-0.0893376251612738,0.645283990414515,-0.690846448259461,0.789749714880512,0.178092962321393
"PBANKA_021370",-1.23652581330785,1.7333488984231,-0.437149784166578,0.810820102819211,0.189864841546927,-0.430811436343008,-0.629546808971798
"PBANKA_021380",-0.944130887711661,1.14901868688454,0.00523920259151109,0.595333465106003,1.1812746089029,-0.813151406744925,-1.17358366902836
"PBANKA_021400",0.0330234253763106,-1.24558549234948,0.0705539487287686,0.512414490181495,1.7037781225639,-1.12873559849987,0.0545511039988831
"PBANKA_021440",1.28449350501139,-1.68118770073639,0.151056252435896,0.256581751238746,-0.7303850158839,0.926629797199545,-0.207188589265283
"PBANKA_021480",0.719968214614279,-0.943069235071723,0.231409733159837,0.880711278167537,-1.82374817994886,0.458774853665024,0.475953335413903
"PBANKA_030070",-0.0874394130074144,0.298426471998781,-1.13727643216581,0.786358474530518,1.52714257709141,-1.28402775830432,-0.103183920143165
"PBANKA_030100",1.35812942226672,-0.980868472719184,-0.487523095051274,1.25451841318208,0.327910825177911,-0.427277126105883,-1.04488996675037
"PBANKA_030110",0.775364521796278,0.045658160017788,-0.0379526196298386,1.59468412123231,-0.0292634537321549,-0.957789088096599,-1.39070164158778
"PBANKA_030130",-0.366143562780604,1.27399977325715,-0.440870790852638,0.800044871144314,0.805120753228861,-0.482315548158437,-1.58983549583865
"PBANKA_030150",0.594328729574342,0.5488229178618,-0.921358609020095,-1.01942561183947,-0.179289305830931,-0.725644423855384,1.70256630310973
"PBANKA_030160",-0.64004906306301,1.18100119213208,-0.46902459074136,0.716302074431968,1.18360229515662,-1.22832647648214,-0.743505431434154
"PBANKA_030190",1.11107418288718,0.544464340960831,-1.25631465118941,0.18963055893374,1.10529959836615,-1.1617358374428,-0.532418192515694
"PBANKA_030200",1.63889990659284,0.675615414476025,-0.793588230419401,0.599755536239859,-0.572271613925864,-0.360817799514512,-1.18759321344895
"PBANKA_030230",-0.645661834517574,1.85465235616636,-0.451694694594572,-0.870649376780045,0.28057712265068,-0.821386011878236,0.654162438953389
"PBANKA_030240",-0.335661984888475,1.49282672286885,0.52514646882066,0.641485569608525,-0.313365765458535,-1.65805634741189,-0.352374663539145
"PBANKA_030250",-0.916977905922591,1.45424084441263,-0.671009955774348,-0.672297787246065,1.33206434865389,0.0756291962015914,-0.60164874032511
"PBANKA_030310",-1.12391590630909,1.18045656471407,-0.0198930330345139,-0.577641588823636,1.51881953137539,-0.153960841931892,-0.823864725990327
"PBANKA_030320",-1.07882876627763,1.59211434946859,0.0941129678670099,-0.687273520807484,1.10196343097892,-0.715301952182655,-0.306786509046746
"PBANKA_030340",-1.04268258832547,0.980896509556198,0.288341648216835,1.11282635001607,-1.60566607668384,0.0450668546525528,0.22121730256766
"PBANKA_030360",-0.495034270353074,1.46768274116945,-0.580301161470962,-0.320659241368198,1.17122269886754,0.0916716942636716,-1.33458246110843
"PBANKA_030370",0.56721620201168,-2.21317160228287,0.239097025873875,0.273154124661745,0.569617824147757,0.569093262497468,-0.00500683690966162
"PBANKA_030380",-1.31438080959817,1.84194490591526,-0.0242554719993782,-0.336075720699516,0.568415828083492,-0.66144040008969,-0.0742083316119989
"PBANKA_030410",-0.630152497148069,0.995822321492367,-0.64671948372783,-0.163705810989273,1.65740739327724,-1.19110730555392,-0.0215446173505136
"PBANKA_030450",1.06874394224295,0.434217580060354,-1.17126477762586,0.107440432252667,1.3159415659775,-0.793921337138526,-0.961157405769091
"PBANKA_030520",-0.139937946974706,1.52532805018373,-0.63710481274645,-0.743648304208579,1.32188474826408,-0.479321850497205,-0.847199884020868
"PBANKA_030530",-0.34172488411715,1.68004992572189,-0.503996203915348,-0.959395025880055,0.154178185800579,-0.979442182308832,0.950330184698912
"PBANKA_030540",0.74524796132881,-1.40542260978779,-0.561718886437311,-0.22964422636116,-0.194662527892688,-0.101087874765848,1.74728816391599
"PBANKA_030550",1.16066549553993,-1.90627336590113,0.636400094857511,0.691708504291619,-0.088528527709602,-0.300231562024261,-0.193740639054063
"PBANKA_030570",-0.340105537921273,1.6505047296557,-0.922632477683076,0.0792370119530214,1.05249546223009,-0.901959962907725,-0.617539225326742
"PBANKA_030580",-1.51642643781338,1.23765051464248,0.350464559437824,-1.09335047514683,0.87963658123732,0.25347535299391,-0.11145009535132
"PBANKA_030650",-1.75111035445844,1.40032862795245,0.574432457025749,0.187137981566088,0.405630417561455,-0.173803021465879,-0.642616108181427
"PBANKA_030670",1.68058667502372,-0.186709884077216,-0.059830918442704,0.866573424602079,-0.204718662975609,-0.77598603370427,-1.319914600426
"PBANKA_030680",-1.14529721232256,1.59648666169485,-0.486417696992035,-0.582744196882298,1.16071769674425,-0.0859273733123875,-0.456817878929823
"PBANKA_030690",-0.588982910404279,1.55439762727327,-0.56549587978118,0.183666096089974,1.11239663991332,-0.525635943202242,-1.17034562988886
"PBANKA_030700",-0.705460467236478,0.574604921185659,0.214388426989611,-0.351951643217798,-1.73105592842126,1.05812488780173,0.941349802898534
"PBANKA_030710",1.0265321303045,-1.85633193844956,0.525563889762184,0.935785034227011,-0.584152245294415,0.0310528655677401,-0.0784497361174628
"PBANKA_030720",-1.45319537386728,0.297037215356317,0.655224007014498,1.4697077432718,0.247117450312921,-0.154971901117716,-1.06091914097054
"PBANKA_030740",1.51640556921863,0.115662095357471,-0.668743675420601,-0.659429366457392,0.545247998421012,-1.46073111032409,0.611588489204968
"PBANKA_030750",1.64906495172514,0.589962986792319,-0.145514110347097,0.604722982097006,-0.659010909786442,-1.14639564229027,-0.892830258190655
"PBANKA_030780",-0.237749876765523,1.37944465811125,-1.21553244862259,1.31886663796851,-0.433271550026196,-0.797337391320062,-0.0144200293453959
"PBANKA_030830",1.72445798516431,-0.717936254943332,-0.644799299372361,1.03698547767532,-0.245171747829258,-0.193182919716962,-0.960353240977709
"PBANKA_030860",1.36724477221507,-0.120400892139315,0.0381264036979492,-1.63931030924154,-0.758143774043183,0.898120066044631,0.214363733466391
"PBANKA_030890",-0.259987479356935,1.48568303796201,-0.476609004285215,-0.27444365815859,1.335088951535,-0.868466967637061,-0.941264880059204
"PBANKA_030910",-1.08278316081585,-1.09340614397136,0.382868747145739,-0.752107286906581,0.453496545420102,1.55882156772075,0.533109731407205
"PBANKA_030920",0.681710333988195,1.46307803901164,-1.1771483105327,-0.0372332921847907,0.735337643280113,-1.03229077910664,-0.633453634455827
"PBANKA_030930",0.92852995565811,-0.63437904445627,-0.313207858193576,0.341639357850501,-1.76273042450407,0.286284290451894,1.15386372319341
"PBANKA_030940",1.79790927434053,-0.419306159507772,-1.09604771449031,-0.708921808800279,0.731618814769701,0.238499260411998,-0.543751666723862
"PBANKA_030950",1.72887748112273,1.02284397259686,-0.82388315692571,-0.795509396167018,-0.233543740947262,-0.761405517686377,-0.137379641993228
"PBANKA_031000",-1.14728184248633,1.65194752523424,-0.354378530812033,-0.608965807459436,1.07849242886288,-0.0827948283225303,-0.537018945016784
"PBANKA_031030",-1.39849821341517,1.6330427192325,0.396786168907137,0.34209059805397,0.385769868033041,-0.556326934064268,-0.802864206747206
"PBANKA_031050",0.486028987073109,1.28498347292124,-0.610529321666203,0.708188857213934,0.399740861153358,-1.63703571730251,-0.631377139392933
"PBANKA_031060",-1.10706487187686,1.57899427746465,-0.280322224057295,-0.847616157959858,1.11864896225399,-0.482076210842484,0.0194362250178593
"PBANKA_031080",1.55656820822716,-0.932089519140486,-0.477934115875577,0.575381593144095,0.883822110907273,-0.604803121185661,-1.00094515607681
"PBANKA_031090",-1.79352356027769,0.0261372649404334,0.555728388087986,-0.803733373392051,0.55511826987836,1.20627397436767,0.253999036395291
"PBANKA_031100",0.0110949649523788,-1.34872464802201,-0.705901401796166,0.344844021810554,1.48487117303313,0.924191102557008,-0.710375212534903
"PBANKA_031110",-1.29390538105327,1.7196062106761,-0.0143387730113184,-0.563617926603703,0.815178786972875,-0.0428070580168884,-0.620115858963805
"PBANKA_031120",1.36552603126893,-0.164869512687448,-0.402631882925697,-0.664714545957454,-0.974671053227396,-0.628192971871015,1.46955393540009
"PBANKA_031140",0.442782305276919,0.95372355500598,-1.00682863410762,0.277828573529858,1.33316453983338,-1.11167699032212,-0.888993349216391
"PBANKA_031160",2.00823782415316,-0.306789618745848,-0.806315281584496,0.590045413720332,-0.797663833970998,-0.312473393608517,-0.375041109963629
"PBANKA_031170",1.18723203104263,-1.6666816381217,0.395106262423363,0.258389140074603,-0.868500107719079,0.892365983539723,-0.197911671239534
"PBANKA_031190",-1.11582607415748,1.63672654437229,-0.326190425933015,-0.541277049625198,1.13271123244879,-0.187364500987083,-0.598779726118304
"PBANKA_031220",-0.0909202454371284,1.49576646228354,-0.607753529518389,0.239743923265305,1.05859496909955,-1.12365865225874,-0.971772927434147
"PBANKA_031230",-0.586907144952828,1.91986897677767,-1.1329824062472,0.620388864253729,-0.0564798962675038,-0.437437087592644,-0.326451305971221
"PBANKA_031240",-1.10997861304579,-0.929599392510458,0.0981798672424001,-0.194693925124972,1.40457212151301,1.26461031444721,-0.533090372521403
"PBANKA_031250",0.0577049000279911,0.645134704628598,-0.52576587657485,0.747089816130019,1.41645305577881,-1.18288036744654,-1.15773623254402
"PBANKA_031270",1.01067851463172,-0.697331664264031,-0.190565074836455,1.45930141416545,0.307120725381357,-1.41763100982439,-0.471572905253651
"PBANKA_031280",-0.718705322335167,1.73788077837449,-0.431507668408614,-0.249113145386242,1.07808225753243,-0.865298425988848,-0.551338473788045
"PBANKA_031300",-0.741633654636255,1.45988516437733,-0.0773755182253172,-0.268992437193458,1.33036617260176,-0.955215466890893,-0.747034260033165
"PBANKA_031310",-0.871696735689128,1.37309011645424,-0.22610655368489,-0.416335551252552,1.35173702974802,-1.13930706536123,-0.0713812402144527
"PBANKA_031330",0.270058849787576,1.24739092178083,-1.00019851435406,0.29909140995514,1.05489052053898,-0.478626148346151,-1.39260703936232
"PBANKA_031340",1.47851025130342,0.375827220649826,-1.11162732856822,0.429995578022654,0.672012876305048,-0.699811366966194,-1.14490723074653
"PBANKA_031380",0.179791891677396,0.445441531078437,-0.343776380903226,0.669686902137289,1.14430903029603,-0.12639884982345,-1.96905412446247
"PBANKA_031390",-0.0633476574528855,1.63220181011358,-0.233457913065983,-0.0482116509642267,0.0891235529646102,-1.76519221006929,0.388884068474201
"PBANKA_031410",-0.583265563932622,1.51349254231891,-0.580845030203229,0.207589770311563,1.18196888338584,-0.669896386438556,-1.06904421544191
"PBANKA_031420",1.13441712761863,-0.354871357562107,-0.476657005177291,1.35964327940093,0.0717349601518882,-0.159197973193803,-1.57506903123825
"PBANKA_031430",0.375026373759982,1.46735845112614,-0.951579954487938,-0.251721402359889,0.873378501212347,-1.40074076349184,-0.111721205758796
"PBANKA_031450",-1.47717230806387,0.699480489556415,0.294522512877146,-0.867453622293647,-0.633440589138047,1.23694880546889,0.74711471159311
